user_id,age,subscription_tier,ab_test_group,daily_steps_avg,sleep_quality_score,supplement_purchases,churned_within_6mo
1497,86.0,Free,Control,1827.0,4.9,1,1
1498,42.2,Free,Variant_B,2366.0,4.5,0,1
1499,45.1,Basic,Variant_B,3090.0,5.0,0,1
1500,55.2,Free,Control,2681.0,3.9,0,1
1501,56.0,Free,Control,2508.0,5.7,1,0
1502,48.1,Premium,Control,4310.0,3.9,0,1
1503,40.0,Basic,Variant_B,3519.0,6.5,0,1
1504,50.2,Free,Control,4650.0,6.5,2,1
1505,86.0,Basic,Control,2420.0,6.0,0,1
1506,43.4,Basic,Control,4127.0,5.6,0,1
1507,54.2,Free,Variant_B,1526.0,10.0,0,1
1508,105.7,Free,Variant_B,2043.0,7.7,0,1
1509,43.3,Premium,Control,4037.0,4.5,2,1
1510,62.1,Free,Variant_B,1281.0,5.8,0,1
1511,87.3,Basic,Variant_B,1515.0,4.6,0,1
1512,60.4,Free,Variant_B,3983.0,4.8,0,1
1513,70.5,Free,Variant_B,3541.0,4.2,0,0
1514,64.7,Free,Variant_B,2949.0,6.6,1,1
1515,59.0,Free,Variant_B,1288.0,4.4,1,1
1516,76.3,Free,Variant_B,2277.0,7.2,1,1
1517,61.5,Free,Control,3072.0,7.5,0,0
1518,48.2,Premium,Control,5211.0,8.8,2,1
1519,52.9,Premium,Control,3097.0,4.8,0,1
1520,56.6,Basic,Variant_B,1978.0,6.4,0,1
1521,45.1,Premium,Variant_B,5034.0,7.6,2,1
1522,53.6,Free,Control,3463.0,5.4,0,1
1523,51.4,Premium,Variant_B,2776.0,4.8,1,1
1524,61.4,Free,Control,2609.0,8.3,0,1
1525,95.5,Premium,Control,4233.0,6.8,0,1
1526,54.6,Premium,Variant_B,5758.0,7.9,0,1
1527,80.8,Basic,Control,3077.0,4.8,1,1
1528,60.7,Premium,Control,5368.0,5.0,1,0
1529,53.6,Basic,Variant_B,2129.0,4.9,0,1
1530,44.4,Free,Variant_B,1205.0,5.2,0,1
1531,53.7,Free,Control,2533.0,4.2,1,1
1532,52.7,Basic,Variant_B,3947.0,6.3,1,1
1533,41.2,Free,Variant_B,4570.0,4.0,0,1
1534,42.9,Basic,Control,3852.0,4.6,1,1
1535,56.7,Premium,Control,5295.0,7.8,3,1
1536,80.5,Free,Variant_B,2769.0,6.8,1,1
1537,49.7,Basic,Control,2450.0,5.2,0,0
1538,33.3,Premium,Variant_B,5204.0,5.2,2,1
1539,27.4,Premium,Variant_B,7121.0,5.8,0,0
1540,37.5,Premium,Variant_B,4307.0,5.9,1,1
1541,62.6,Basic,Control,4363.0,7.4,0,0
1542,34.9,Premium,Variant_B,4980.0,8.1,0,1
1543,65.7,Basic,Control,4011.0,5.6,0,1
1544,61.5,Free,Control,1363.0,3.7,0,1
1545,49.2,Free,Control,3602.0,6.6,0,1
1546,32.6,Basic,Control,2611.0,4.6,0,1
1547,41.3,Free,Variant_B,1759.0,4.8,0,1
1548,47.2,Basic,Control,3275.0,8.1,1,1
1549,56.3,Basic,Control,3884.0,7.5,0,1
1550,35.2,Free,Variant_B,2452.0,6.1,0,1
1551,77.7,Basic,Control,1000.0,3.4,0,1
1552,56.1,Basic,Variant_B,2786.0,6.2,0,1
1553,58.1,Free,Control,2751.0,7.5,0,1
1554,61.4,Free,Variant_B,3321.0,5.5,0,1
1555,75.2,Free,Variant_B,3446.0,8.2,1,1
1556,53.7,Free,Control,2866.0,7.9,1,1
1557,62.6,Premium,Control,6603.0,9.7,3,1
1558,41.5,Free,Control,3395.0,6.6,0,1
1559,86.2,Basic,Variant_B,1930.0,6.5,1,0
1560,52.6,Free,Control,1336.0,7.6,0,1
1561,41.4,Free,Control,2909.0,6.6,0,1
1562,44.4,Premium,Control,4776.0,5.8,3,1
1563,29.6,Basic,Control,4368.0,5.8,1,1
1564,44.3,Free,Control,3577.0,6.6,1,1
1565,26.0,Free,Variant_B,2300.0,3.8,0,1
1566,64.0,Free,Control,2891.0,5.7,0,0
1567,57.5,Free,Control,3521.0,7.8,2,1
1568,38.1,Basic,Variant_B,4766.0,3.3,0,0
1569,50.0,Free,Variant_B,3888.0,8.6,1,1
1570,50.6,Free,Control,3749.0,7.9,0,1
1571,36.1,Free,Control,3338.0,5.4,0,1
1572,47.4,Premium,Control,5440.0,7.6,0,1
1573,51.1,Premium,Variant_B,6228.0,7.1,3,1
1574,47.1,Free,Control,1726.0,7.4,1,1
1575,41.4,Basic,Variant_B,2823.0,7.4,1,1
1576,37.7,Free,Variant_B,2473.0,3.7,0,0
1577,46.6,Free,Variant_B,3447.0,7.0,1,1
1578,42.8,Basic,Control,4375.0,6.1,0,1
1579,60.1,Premium,Control,4201.0,6.5,1,0
1580,76.7,Premium,Control,2075.0,4.6,0,1
1581,66.7,Basic,Control,2253.0,8.4,2,1
1582,51.6,Free,Variant_B,3882.0,7.9,0,1
1583,41.8,Basic,Variant_B,3701.0,5.1,0,1
1584,66.2,Free,Variant_B,3105.0,4.0,0,1
1585,61.2,Basic,Variant_B,2495.0,5.3,0,1
1586,74.9,Free,Control,1223.0,6.1,1,1
1587,53.7,Basic,Control,3440.0,6.5,1,1
1588,84.6,Free,Control,1474.0,7.4,0,1
1589,53.8,Free,Variant_B,5109.0,7.9,0,1
1590,41.8,Premium,Variant_B,5735.0,8.4,1,0
1591,43.9,Free,Variant_B,2542.0,6.3,1,1
1592,59.2,Basic,Control,2204.0,3.7,1,1
1593,42.7,Free,Control,3052.0,5.7,1,1
1594,84.4,Free,Variant_B,2073.0,7.3,1,1
1595,57.7,Free,Control,3962.0,6.2,2,1
1596,51.2,Free,Variant_B,3162.0,6.8,0,0
1597,52.5,Premium,Variant_B,4218.0,5.9,2,1
1598,46.9,Free,Variant_B,4952.0,5.1,0,1
1599,31.4,Premium,Control,5422.0,6.6,0,1
1600,43.9,Basic,Control,3891.0,6.8,0,1
1601,80.7,Free,Control,1777.0,4.6,1,1
1602,54.2,Basic,Control,3280.0,5.7,0,1
1603,69.2,Basic,Control,2927.0,4.6,1,1
1604,69.8,Basic,Variant_B,1000.0,7.0,0,1
1605,50.1,Free,Variant_B,5014.0,6.2,0,1
1606,61.6,Free,Control,4060.0,8.5,0,1
1607,32.2,Premium,Control,4960.0,8.9,0,1
1608,78.5,Premium,Control,3328.0,6.0,1,1
1609,76.3,Premium,Control,4822.0,5.1,2,1
1610,58.7,Free,Variant_B,2912.0,2.8,1,0
1611,54.8,Basic,Control,3260.0,3.9,1,1
1612,50.3,Free,Control,3186.0,4.0,1,1
1613,71.8,Free,Control,3070.0,8.1,0,1
1614,63.8,Free,Variant_B,4172.0,6.6,0,0
1615,23.8,Basic,Variant_B,4093.0,6.9,1,1
1616,45.5,Free,Control,2041.0,2.3,2,1
1617,36.5,Free,Variant_B,4633.0,4.7,1,1
1618,34.7,Premium,Variant_B,6946.0,8.6,3,0
1619,71.6,Free,Variant_B,5721.0,7.3,0,1
1620,50.0,Free,Control,1877.0,5.4,0,1
1621,58.4,Free,Variant_B,3074.0,6.9,0,1
1622,51.8,Premium,Variant_B,2881.0,8.4,1,1
1623,34.9,Basic,Variant_B,3856.0,6.0,1,1
1624,32.3,Free,Variant_B,2805.0,6.0,0,0
1625,44.6,Premium,Variant_B,7031.0,7.6,1,1
1626,45.7,Premium,Control,4312.0,10.0,1,0
1627,45.7,Free,Variant_B,1398.0,2.3,1,1
1628,46.0,Basic,Variant_B,2608.0,6.9,0,1
1629,93.2,Basic,Variant_B,1000.0,5.2,0,1
1630,68.9,Basic,Control,3374.0,7.0,1,1
1631,54.4,Free,Variant_B,1000.0,4.3,1,1
1632,49.6,Premium,Variant_B,5037.0,6.6,2,1
1633,50.1,Basic,Control,1000.0,6.4,0,1
1634,63.0,Free,Variant_B,2419.0,10.0,0,1
1635,49.5,Free,Variant_B,4654.0,7.8,0,1
1636,66.6,Free,Variant_B,3029.0,4.7,0,1
1637,56.2,Free,Control,2013.0,5.0,0,1
1638,93.5,Basic,Control,2098.0,5.0,1,1
1639,48.6,Free,Variant_B,3046.0,3.3,1,1
1640,70.5,Free,Control,3064.0,5.5,0,1
1641,37.3,Basic,Variant_B,1887.0,6.7,0,1
1642,42.1,Free,Control,3750.0,4.3,0,1
1643,89.0,Premium,Variant_B,1516.0,7.1,0,1
1644,65.7,Free,Control,2057.0,6.4,1,1
1645,58.8,Free,Variant_B,2337.0,4.7,0,1
1646,102.2,Free,Control,2590.0,5.7,0,1
1647,49.8,Free,Control,3027.0,8.4,1,1
1648,70.4,Free,Control,1186.0,6.5,0,1
1649,72.1,Basic,Control,1573.0,5.5,0,1
1650,82.1,Premium,Variant_B,4556.0,6.2,0,1
1651,36.2,Free,Variant_B,3197.0,6.2,0,1
1652,49.7,Basic,Control,2427.0,5.0,0,1
1653,55.9,Basic,Variant_B,2401.0,2.6,0,1
1654,81.6,Premium,Control,5063.0,9.8,0,0
1655,58.0,Free,Variant_B,2322.0,6.0,0,1
1656,72.2,Free,Variant_B,2469.0,6.4,0,1
1657,35.4,Free,Variant_B,5462.0,6.7,2,1
1658,46.4,Basic,Control,1649.0,4.4,0,1
1659,76.2,Premium,Variant_B,2624.0,5.6,0,1
1660,48.1,Free,Control,3821.0,3.9,0,1
1661,50.9,Free,Variant_B,2303.0,9.2,1,1
1662,81.2,Premium,Control,4058.0,4.5,2,1
1663,39.5,Premium,Variant_B,4430.0,4.9,1,1
1664,41.9,Premium,Variant_B,4902.0,6.0,0,0
1665,34.5,Basic,Variant_B,4909.0,8.6,0,1
1666,82.3,Free,Control,3156.0,6.1,0,1
1667,68.4,Basic,Variant_B,3493.0,4.3,1,1
1668,67.9,Basic,Control,1226.0,7.3,0,1
1669,46.0,Free,Variant_B,1929.0,6.7,0,1
1670,33.8,Basic,Control,1000.0,6.1,0,1
1671,31.6,Basic,Control,2559.0,6.9,0,1
1672,76.4,Free,Variant_B,3429.0,9.7,1,1
1673,60.0,Basic,Control,3318.0,9.4,0,1
1674,63.5,Basic,Control,2508.0,4.8,0,1
1675,55.1,Premium,Control,4876.0,9.1,2,1
1676,40.5,Free,Control,2500.0,6.4,1,1
1677,46.6,Free,Variant_B,3273.0,6.8,0,1
1678,37.9,Basic,Variant_B,4008.0,3.8,0,1
1679,36.7,Free,Control,1651.0,5.3,0,1
1680,66.6,Basic,Control,2967.0,4.8,1,1
1681,32.2,Basic,Control,4288.0,7.7,0,1
1682,37.9,Free,Control,2826.0,7.5,0,1
1683,47.4,Basic,Variant_B,3753.0,3.1,0,1
1684,52.3,Basic,Variant_B,5769.0,6.9,0,1
1685,34.4,Free,Control,3208.0,7.8,0,1
1686,32.0,Premium,Control,5753.0,6.6,0,0
1687,57.8,Premium,Control,4106.0,7.5,0,1
1688,54.2,Basic,Variant_B,3098.0,6.6,0,1
1689,75.9,Basic,Variant_B,2941.0,6.5,0,1
1690,52.6,Free,Control,3144.0,5.6,0,1
1691,59.6,Premium,Control,3788.0,4.4,1,1
1692,41.2,Basic,Variant_B,3383.0,4.4,1,1
1693,41.6,Basic,Variant_B,4630.0,7.6,0,1
1694,35.2,Premium,Control,5744.0,6.9,1,1
1695,41.3,Free,Control,4137.0,6.2,1,0
1696,46.4,Premium,Control,4835.0,6.0,3,1
1697,73.4,Free,Variant_B,3282.0,5.6,1,1
1698,39.6,Free,Control,3487.0,7.7,1,1
1699,95.0,Free,Control,1149.0,4.9,0,1
1700,61.2,Premium,Variant_B,5094.0,4.7,1,0
1701,57.3,Premium,Control,3862.0,7.4,1,1
1702,51.3,Basic,Variant_B,2340.0,5.5,1,1
1703,48.5,Basic,Control,3219.0,6.1,0,1
1704,42.9,Basic,Control,3438.0,8.6,0,1
1705,34.0,Premium,Variant_B,4130.0,6.3,1,0
1706,40.0,Free,Control,4255.0,6.9,0,1
1707,82.3,Free,Variant_B,2927.0,4.2,1,1
1708,60.0,Free,Variant_B,2094.0,5.4,0,1
1709,82.0,Basic,Control,1000.0,6.2,1,0
1710,42.6,Basic,Variant_B,3002.0,3.7,0,1
1711,37.6,Free,Control,2802.0,6.2,0,1
1712,51.2,Free,Variant_B,3089.0,6.2,1,1
1713,40.4,Premium,Control,4830.0,6.7,0,1
1714,54.3,Free,Variant_B,1000.0,6.9,0,1
1715,32.3,Basic,Control,2965.0,6.5,1,0
1716,28.8,Premium,Control,5118.0,8.9,1,1
1717,56.7,Free,Variant_B,3501.0,4.7,1,1
1718,83.0,Free,Variant_B,1641.0,5.8,0,1
1719,57.4,Basic,Control,4530.0,6.6,1,1
1720,59.9,Premium,Control,2891.0,4.4,1,1
1721,51.8,Basic,Variant_B,4275.0,7.9,0,1
1722,53.3,Premium,Variant_B,4710.0,10.0,0,0
1723,33.6,Free,Control,4187.0,6.4,1,0
1724,40.8,Basic,Control,3265.0,6.8,0,1
1725,73.2,Basic,Control,3677.0,6.4,0,1
1726,36.8,Premium,Variant_B,4877.0,5.6,2,1
1727,46.1,Free,Control,1979.0,2.9,0,0
1728,72.7,Premium,Control,5967.0,5.9,3,0
1729,52.9,Basic,Variant_B,2829.0,3.9,1,1
1730,53.7,Free,Control,3148.0,8.6,1,1
1731,46.2,Free,Control,4311.0,6.3,1,1
1732,62.6,Premium,Control,3716.0,5.7,0,1
1733,67.4,Free,Control,3248.0,7.4,0,1
1734,40.2,Free,Control,2607.0,4.2,0,1
1735,34.4,Free,Variant_B,3180.0,4.9,0,1
1736,30.0,Premium,Control,5472.0,6.9,1,1
1737,59.0,Basic,Variant_B,1320.0,7.0,0,1
1738,56.9,Basic,Variant_B,2083.0,6.4,0,1
1739,104.7,Free,Variant_B,3257.0,6.5,1,1
1740,51.9,Basic,Control,3848.0,6.4,0,1
1741,49.2,Basic,Control,2953.0,6.6,0,1
1742,54.9,Premium,Control,5146.0,7.0,3,1
1743,55.8,Premium,Control,4590.0,5.0,1,1
1744,48.1,Free,Control,4395.0,6.5,1,1
1745,40.5,Basic,Variant_B,2989.0,4.4,1,1
1746,51.1,Free,Control,3210.0,6.2,1,1
1747,50.5,Basic,Control,4135.0,5.7,0,1
1748,50.3,Free,Control,2217.0,9.5,0,1
1749,64.7,Free,Variant_B,4266.0,6.4,1,1
1750,50.8,Free,Control,1453.0,3.4,0,1
1751,34.6,Basic,Variant_B,4938.0,6.4,0,1
1752,42.3,Free,Control,2782.0,6.7,0,1
1753,47.9,Basic,Variant_B,2799.0,8.4,0,1
1754,51.5,Free,Variant_B,1079.0,4.5,0,0
1755,59.3,Free,Control,2358.0,3.4,0,1
1756,51.7,Basic,Control,1927.0,6.9,0,1
1757,29.0,Free,Control,2813.0,3.9,2,1
1758,35.6,Free,Control,3151.0,5.4,0,1
1759,60.6,Basic,Variant_B,3746.0,5.9,1,1
1760,47.5,Free,Variant_B,3257.0,6.0,0,1
1761,53.0,Free,Variant_B,3248.0,7.1,2,1
1762,45.8,Free,Variant_B,1988.0,4.6,0,1
1763,42.2,Premium,Control,4274.0,6.0,0,1
1764,46.3,Basic,Control,4873.0,6.6,0,1
1765,53.2,Basic,Variant_B,2202.0,6.0,0,0
1766,50.7,Basic,Control,4642.0,6.7,0,1
1767,67.2,Free,Variant_B,2412.0,6.5,0,1
1768,33.0,Free,Control,3343.0,7.4,1,1
1769,34.1,Basic,Control,4389.0,7.1,0,1
1770,47.4,Free,Variant_B,4324.0,7.1,2,1
1771,59.6,Free,Control,2698.0,3.5,0,1
1772,63.5,Free,Variant_B,2341.0,5.9,0,1
1773,42.7,Free,Variant_B,3090.0,6.7,0,1
1774,25.1,Premium,Variant_B,5837.0,8.0,0,0
1775,43.1,Free,Variant_B,4030.0,5.3,0,1
1776,57.0,Basic,Variant_B,2865.0,5.0,0,1
1777,50.4,Free,Variant_B,3610.0,5.3,0,0
1778,60.2,Premium,Control,6434.0,7.9,1,1
1779,72.3,Free,Control,2935.0,7.5,1,1
1780,48.3,Free,Variant_B,3345.0,5.5,0,1
1781,44.4,Basic,Control,1593.0,6.9,1,1
1782,39.0,Basic,Control,1000.0,5.5,0,1
1783,34.0,Free,Control,3708.0,6.0,1,1
1784,31.8,Free,Variant_B,3268.0,5.8,1,0
1785,41.6,Free,Variant_B,2654.0,7.0,1,0
1786,69.1,Free,Control,2863.0,6.4,0,1
1787,62.0,Free,Variant_B,2699.0,9.3,0,1
1788,43.8,Free,Variant_B,4251.0,5.1,1,1
1789,95.4,Free,Variant_B,2179.0,6.5,0,1
1790,42.3,Free,Variant_B,2406.0,5.0,0,0
1791,74.6,Basic,Variant_B,3499.0,4.9,0,1
1792,80.4,Premium,Control,4174.0,6.4,3,0
1793,58.1,Basic,Variant_B,3364.0,6.3,0,1
1794,41.5,Free,Control,2694.0,10.0,0,1
1795,45.4,Free,Variant_B,2441.0,5.5,0,1
1796,53.5,Premium,Variant_B,5013.0,5.0,1,0
1797,34.2,Free,Control,3328.0,6.5,0,1
1798,38.1,Free,Control,3718.0,3.1,1,1
1799,37.3,Basic,Variant_B,2986.0,5.9,0,1
1800,59.5,Basic,Control,1000.0,5.4,0,1
1801,72.1,Basic,Variant_B,2126.0,6.9,0,1
1802,62.8,Free,Control,3538.0,7.6,1,1
1803,68.2,Free,Control,2339.0,5.0,0,1
1804,40.5,Premium,Variant_B,4943.0,6.4,4,1
1805,46.0,Free,Variant_B,4066.0,5.2,0,1
1806,47.0,Basic,Variant_B,2348.0,4.1,1,1
1807,58.1,Basic,Control,1296.0,5.9,0,1
1808,41.9,Basic,Variant_B,3002.0,4.1,1,1
1809,66.8,Free,Variant_B,2180.0,5.1,1,0
1810,79.7,Free,Variant_B,1441.0,4.0,0,1
1811,59.0,Basic,Variant_B,2645.0,6.7,0,1
1812,45.5,Premium,Variant_B,5582.0,9.6,3,1
1813,39.5,Premium,Control,5200.0,4.8,1,1
1814,37.3,Free,Control,3561.0,3.4,0,1
1815,29.0,Free,Variant_B,5233.0,6.6,1,1
1816,47.4,Premium,Control,4708.0,6.6,0,1
1817,46.7,Basic,Variant_B,3345.0,6.4,1,1
1818,65.5,Premium,Control,4181.0,5.7,1,1
1819,42.6,Free,Variant_B,2301.0,5.5,0,1
1820,48.2,Basic,Variant_B,2451.0,6.4,0,1
1821,55.1,Basic,Control,2419.0,7.4,0,1
1822,58.7,Basic,Control,3186.0,3.1,0,1
1823,63.1,Free,Control,5087.0,6.1,0,0
1824,53.5,Free,Variant_B,2214.0,6.1,0,1
1825,34.7,Basic,Variant_B,2889.0,4.6,1,1
1826,57.1,Free,Control,2795.0,8.5,1,1
1827,41.8,Free,Variant_B,3560.0,5.2,0,0
1828,73.2,Premium,Control,4800.0,6.5,1,1
1829,51.0,Free,Control,4264.0,7.3,0,1
1830,54.4,Premium,Variant_B,2485.0,4.9,0,1
1831,107.9,Free,Control,1000.0,2.6,0,1
1832,63.4,Basic,Control,2235.0,5.1,0,1
1833,56.8,Premium,Control,5962.0,8.5,0,0
1834,48.6,Free,Control,1462.0,5.0,0,1
1835,35.4,Free,Control,1000.0,4.1,0,1
1836,47.6,Free,Control,3619.0,7.6,2,1
1837,39.4,Free,Variant_B,3455.0,5.7,2,1
1838,83.0,Basic,Control,1250.0,4.7,0,1
1839,57.0,Premium,Variant_B,3874.0,6.5,3,1
1840,72.3,Free,Control,1584.0,6.7,0,1
1841,42.3,Free,Control,3265.0,9.7,0,1
1842,40.2,Free,Variant_B,2570.0,7.1,0,1
1843,61.5,Basic,Variant_B,3264.0,7.8,2,1
1844,39.0,Free,Control,1000.0,4.6,0,1
1845,44.5,Basic,Variant_B,2253.0,4.2,1,1
1846,84.4,Basic,Variant_B,1187.0,5.5,0,1
1847,45.0,Basic,Variant_B,2844.0,6.1,0,1
1848,33.6,Free,Variant_B,2791.0,4.3,1,1
1849,30.6,Basic,Control,4185.0,6.1,0,1
1850,32.6,Free,Control,1489.0,6.1,0,1
1851,73.7,Free,Variant_B,2571.0,6.4,1,1
1852,43.0,Premium,Control,5698.0,7.7,1,0
1853,106.6,Basic,Variant_B,3724.0,6.7,1,1
1854,80.0,Free,Control,1919.0,4.9,0,1
1855,91.4,Free,Control,2497.0,5.1,0,1
1856,68.7,Free,Variant_B,1000.0,3.5,0,1
1857,60.5,Free,Control,1000.0,8.0,0,1
1858,39.8,Free,Variant_B,4049.0,6.4,0,1
1859,50.6,Free,Variant_B,2982.0,5.7,0,0
1860,62.4,Free,Variant_B,3931.0,4.9,0,1
1861,67.3,Basic,Variant_B,1280.0,9.8,0,1
1862,36.3,Basic,Variant_B,3795.0,4.7,0,1
1863,47.8,Basic,Variant_B,4912.0,6.0,2,1
1864,49.4,Free,Variant_B,3431.0,6.8,1,0
1865,48.9,Premium,Control,5299.0,7.7,3,1
1866,37.5,Premium,Control,5259.0,8.2,2,1
1867,87.5,Premium,Control,2679.0,8.6,0,0
1868,47.4,Premium,Control,6408.0,7.9,0,1
1869,38.2,Premium,Variant_B,4625.0,5.0,2,1
1870,88.3,Basic,Variant_B,2739.0,5.5,1,1
1871,80.0,Free,Variant_B,1000.0,5.8,0,1
1872,52.8,Basic,Control,1764.0,8.7,1,1
1873,30.6,Basic,Variant_B,4824.0,4.5,0,1
1874,44.1,Basic,Control,2770.0,7.7,0,1
1875,32.0,Basic,Variant_B,4813.0,6.9,1,0
1876,59.1,Free,Variant_B,2740.0,7.2,2,1
1877,43.3,Free,Control,1293.0,5.3,0,0
1878,50.3,Premium,Control,5887.0,5.7,1,0
1879,85.5,Basic,Control,1701.0,6.7,2,1
1880,42.4,Basic,Variant_B,3851.0,7.3,0,1
1881,58.3,Free,Variant_B,2860.0,7.4,0,1
1882,63.7,Free,Variant_B,1183.0,5.4,0,1
1883,73.0,Premium,Control,4705.0,5.7,1,1
1884,49.2,Basic,Control,5213.0,4.4,1,0
1885,47.7,Basic,Variant_B,3539.0,7.4,0,1
1886,47.4,Free,Variant_B,2995.0,6.6,1,1
1887,56.5,Basic,Control,3944.0,4.9,0,1
1888,78.8,Free,Control,2634.0,5.1,0,1
1889,46.7,Basic,Variant_B,3275.0,5.4,0,1
1890,26.0,Free,Control,2388.0,3.6,0,1
1891,65.9,Free,Control,2915.0,4.7,0,1
1892,51.7,Basic,Control,4002.0,4.6,1,0
1893,59.1,Premium,Variant_B,3982.0,5.7,0,1
1894,32.3,Free,Variant_B,4779.0,5.5,0,0
1895,43.3,Premium,Variant_B,5042.0,4.2,0,1
1896,64.2,Free,Variant_B,1828.0,8.6,0,1
1897,35.1,Free,Variant_B,4295.0,8.3,1,1
1898,58.2,Free,Control,2548.0,4.7,0,1
1899,50.1,Free,Variant_B,3757.0,6.7,0,0
1900,40.8,Basic,Control,2893.0,6.6,1,1
1901,39.9,Free,Variant_B,3143.0,7.8,0,1
1902,37.6,Free,Control,3742.0,5.0,1,1
1903,51.6,Premium,Control,5259.0,8.4,1,1
1904,53.4,Free,Control,1000.0,4.5,0,1
1905,45.4,Basic,Control,1970.0,3.7,0,1
1906,37.0,Free,Control,4190.0,7.5,1,1
1907,57.7,Basic,Control,2713.0,7.8,0,1
1908,66.3,Free,Variant_B,2150.0,9.6,0,1
1909,61.0,Free,Control,1422.0,3.7,0,1
1910,92.7,Free,Variant_B,1066.0,6.4,0,1
1911,48.0,Free,Variant_B,1019.0,4.7,1,1
1912,76.2,Free,Variant_B,2375.0,7.0,0,1
1913,41.8,Basic,Variant_B,2565.0,3.6,0,1
1914,40.0,Premium,Variant_B,4233.0,4.5,0,1
1915,52.6,Premium,Control,4881.0,5.5,0,1
1916,81.9,Basic,Control,2726.0,6.0,0,1
1917,46.4,Free,Control,5164.0,5.8,0,1
1918,32.3,Free,Variant_B,1843.0,6.6,0,1
1919,65.9,Free,Variant_B,3841.0,7.8,1,1
1920,49.5,Free,Control,3983.0,7.2,0,1
1921,55.4,Basic,Control,2113.0,8.1,0,1
1922,40.6,Basic,Variant_B,3392.0,6.8,0,1
1923,52.4,Free,Control,2494.0,4.0,0,1
1924,33.4,Free,Variant_B,3518.0,8.2,0,1
1925,88.0,Premium,Variant_B,5750.0,6.0,2,1
1926,69.9,Basic,Variant_B,3208.0,7.4,0,1
1927,51.7,Free,Variant_B,3475.0,8.5,0,1
1928,65.3,Premium,Variant_B,4263.0,7.1,2,1
1929,41.9,Premium,Control,3679.0,4.0,1,1
1930,68.8,Free,Variant_B,2415.0,4.4,0,1
1931,45.9,Free,Variant_B,4289.0,8.4,0,1
1932,44.9,Basic,Control,1574.0,5.3,0,1
1933,38.2,Premium,Control,4180.0,6.5,2,1
1934,57.5,Premium,Control,4976.0,7.8,0,1
1935,51.0,Free,Control,1995.0,6.7,0,1
1936,77.0,Free,Variant_B,1667.0,6.0,0,1
1937,37.1,Basic,Variant_B,2835.0,5.6,1,1
1938,57.6,Basic,Control,1483.0,5.0,0,1
1939,72.1,Free,Control,1584.0,6.8,0,1
1940,107.6,Premium,Variant_B,4552.0,7.3,1,1
1941,53.7,Basic,Control,1619.0,5.2,0,1
1942,45.6,Premium,Control,3490.0,7.8,0,1
1943,53.3,Premium,Variant_B,4304.0,6.2,1,1
1944,74.9,Basic,Variant_B,3234.0,4.8,0,1
1945,74.9,Free,Control,2305.0,4.6,2,1
1946,48.9,Basic,Control,2557.0,4.4,1,1
1947,74.5,Free,Control,2555.0,5.4,0,1
1948,50.3,Basic,Variant_B,1248.0,7.3,0,0
1949,65.1,Free,Variant_B,3193.0,4.9,1,1
1950,59.7,Basic,Control,3190.0,6.3,1,1
1951,45.1,Free,Variant_B,2689.0,4.9,1,1
1952,38.6,Free,Variant_B,4234.0,6.0,0,1
1953,72.7,Free,Control,1418.0,3.2,1,1
1954,79.5,Free,Control,3538.0,5.8,1,1
1955,57.2,Basic,Variant_B,3011.0,5.7,0,1
1956,50.3,Basic,Control,2657.0,6.7,0,1
1957,35.9,Basic,Control,3262.0,6.4,0,1
1958,72.1,Free,Variant_B,2450.0,4.0,1,1
1959,55.1,Free,Variant_B,4117.0,8.0,0,1
1960,46.9,Free,Variant_B,1985.0,6.0,0,1
1961,65.7,Free,Variant_B,1924.0,5.9,0,0
1962,34.2,Premium,Variant_B,6351.0,7.1,3,0
1963,37.8,Free,Control,2649.0,5.1,0,0
1964,41.5,Free,Variant_B,4071.0,6.7,0,1
1965,59.1,Free,Control,4518.0,7.2,0,0
1966,53.5,Free,Control,2529.0,3.2,2,1
1967,61.2,Basic,Variant_B,3457.0,5.3,0,1
1968,70.5,Basic,Variant_B,1437.0,5.1,1,1
1969,61.9,Free,Control,3516.0,6.6,0,1
1970,88.6,Free,Variant_B,2427.0,7.6,0,1
1971,70.4,Free,Control,3064.0,4.9,0,1
1972,48.9,Free,Control,2377.0,5.0,1,1
1973,43.2,Free,Control,1474.0,4.7,0,1
1974,49.3,Premium,Variant_B,5517.0,5.6,0,1
1975,62.6,Basic,Variant_B,1000.0,4.8,1,1
1976,44.5,Basic,Control,2792.0,7.1,0,1
1977,63.2,Free,Variant_B,3678.0,4.6,1,1
1978,60.9,Free,Control,2974.0,6.6,1,1
1979,38.5,Basic,Variant_B,5179.0,4.2,0,1
1980,70.0,Basic,Control,3625.0,5.4,1,1
1981,56.5,Basic,Control,2215.0,5.2,0,1
1982,87.1,Free,Variant_B,2285.0,8.3,0,1
1983,50.4,Basic,Control,2945.0,5.6,0,1
1984,46.3,Free,Control,1492.0,2.2,0,1
1985,37.2,Premium,Variant_B,4316.0,3.4,1,1
1986,37.0,Basic,Variant_B,2699.0,6.0,0,1
1987,67.2,Basic,Control,1000.0,6.3,0,1
1988,84.0,Free,Control,2368.0,6.4,0,1
1989,49.1,Basic,Control,2769.0,6.2,0,1
1990,48.2,Free,Variant_B,1364.0,7.2,0,1
1991,51.7,Free,Control,3369.0,5.3,0,1
1992,71.6,Free,Variant_B,3284.0,7.4,1,0
1993,38.6,Basic,Variant_B,3456.0,3.7,1,1
1994,54.4,Free,Control,2588.0,4.5,0,1
